CountryCode,subset,question_code,question_label,answer,percentage,notes
Italy,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere indoors,4,[0]
Italy,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a street, square, car parking lot or other public place",37,
Italy,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a park, forest",3,[0]
Italy,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At an LGBT specific venue (e.g. club, bar) or event (e.g. pride)",3,[0]
Italy,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere outdoors,5,
Italy,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Other,2,[0]
Italy,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At my home,8,
Italy,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In some other residential building, apartment",2,
Italy,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At school, university",7,
Italy,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At the workplace,5,
Italy,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a cafe, restaurant, pub, club",6,
Italy,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a car,2,
Italy,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In public transport,5,
Italy,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a sports club,1,[0]
Italy,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere indoors,3,
Italy,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a street, square, car parking lot or other public place",42,
Italy,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a park, forest",8,
Italy,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At an LGBT specific venue (e.g. club, bar) or event (e.g. pride)",3,
Italy,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere outdoors,7,
Italy,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Other,2,
Italy,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At my home,18,
Italy,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In some other residential building, apartment",5,[0]
Italy,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At school, university",4,[0]
Italy,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At the workplace,4,[0]
Italy,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a cafe, restaurant, pub, club",7,[0]
Italy,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a car,1,[0]
Italy,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In public transport,5,[0]
Italy,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a sports club,0,[0]
Italy,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere indoors,4,[0]
Italy,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a street, square, car parking lot or other public place",35,
Italy,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a park, forest",5,[0]
Italy,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At an LGBT specific venue (e.g. club, bar) or event (e.g. pride)",4,[0]
Italy,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere outdoors,5,[0]
Italy,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Other,4,[0]
Italy,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At my home,7,[0]
Italy,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In some other residential building, apartment",4,[0]
Italy,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At school, university",12,[0]
Italy,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At the workplace,3,[0]
Italy,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a cafe, restaurant, pub, club",4,[0]
Italy,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a car,1,[0]
Italy,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In public transport,4,[0]
Italy,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a sports club,2,[0]
Italy,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere indoors,1,[0]
Italy,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a street, square, car parking lot or other public place",38,
Italy,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a park, forest",10,[0]
Italy,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At an LGBT specific venue (e.g. club, bar) or event (e.g. pride)",3,[0]
Italy,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere outdoors,8,[0]
Italy,Bisexual men,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Other,3,[0]
Italy,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At my home,14,
Italy,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In some other residential building, apartment",4,[0]
Italy,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At school, university",4,[0]
Italy,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At the workplace,4,[0]
Italy,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a cafe, restaurant, pub, club",10,[0]
Italy,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a car,2,[0]
Italy,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In public transport,2,[0]
Italy,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a sports club,1,[0]
Italy,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere indoors,4,[0]
Italy,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a street, square, car parking lot or other public place",39,
Italy,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a park, forest",5,[0]
Italy,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At an LGBT specific venue (e.g. club, bar) or event (e.g. pride)",1,[0]
Italy,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere outdoors,8,[0]
Italy,Transgender,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Other,4,[0]
Lithuania,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At my home,24,[0]
Lithuania,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In some other residential building, apartment",7,[0]
Lithuania,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At school, university",4,[0]
Lithuania,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At the workplace,0,[0]
Lithuania,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a cafe, restaurant, pub, club",0,[0]
Lithuania,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a car,2,[0]
Lithuania,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In public transport,0,[0]
Lithuania,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a sports club,0,[0]
Lithuania,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere indoors,0,[0]
Lithuania,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a street, square, car parking lot or other public place",39,
Lithuania,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a park, forest",6,[0]
Lithuania,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At an LGBT specific venue (e.g. club, bar) or event (e.g. pride)",0,[0]
Lithuania,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere outdoors,17,[0]
Lithuania,Lesbian,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Other,2,[0]
Lithuania,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At my home,8,[0]
Lithuania,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In some other residential building, apartment",4,[0]
Lithuania,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At school, university",11,
Lithuania,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At the workplace,2,[0]
Lithuania,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a cafe, restaurant, pub, club",7,[0]
Lithuania,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a car,1,[0]
Lithuania,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In public transport,2,[0]
Lithuania,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a sports club,0,[0]
Lithuania,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere indoors,4,[0]
Lithuania,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a street, square, car parking lot or other public place",42,
Lithuania,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a park, forest",6,[0]
Lithuania,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At an LGBT specific venue (e.g. club, bar) or event (e.g. pride)",2,[0]
Lithuania,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere outdoors,7,[0]
Lithuania,Gay,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Other,3,[0]
Lithuania,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At my home,23,[0]
Lithuania,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In some other residential building, apartment",0,[0]
Lithuania,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"At school, university",10,[0]
Lithuania,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,At the workplace,0,[0]
Lithuania,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a cafe, restaurant, pub, club",10,[0]
Lithuania,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a car,0,[0]
Lithuania,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In public transport,3,[0]
Lithuania,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,In a sports club,0,[0]
Lithuania,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,Elsewhere indoors,0,[0]
Lithuania,Bisexual women,fa2_10,The MOST SERIOUS physical / sexual attack or threat of violence - Where did it happen?,"In a street, square, car parking lot or other public place",40,[0]
